country;year;sex;age;suicides_no;population;;;;;
Iceland;1999;female;5-14 years;0,00;21225;;;;;
Iceland;1999;female;75+ years;0,00;8193;;;;;
Iceland;1999;male;5-14 years;0,00;22231;;;;;
Iceland;2000;male;25-34 years;13,00;20851;;;;;
Iceland;2000;male;15-24 years;13,00;21730;;;;;
Iceland;2000;male;55-74 years;6,00;19771;;;;;
Iceland;2000;male;35-54 years;10,00;39024;;;;;
Iceland;2000;female;55-74 years;3,00;20653;;;;;
Iceland;2000;female;35-54 years;4,00;37863;;;;;
Iceland;2000;female;15-24 years;1,00;21102;;;;;
Iceland;2000;female;25-34 years;0,00;20451;;;;;
Iceland;2000;female;5-14 years;0,00;21521;;;;;
Iceland;2000;female;75+ years;0,00;8330;;;;;
Iceland;2000;male;5-14 years;0,00;22548;;;;;
Iceland;2000;male;75+ years;0,00;5879;;;;;
Iceland;2001;male;15-24 years;8,00;21707;;;;;
Iceland;2001;male;75+ years;2,00;6101;;;;;
Iceland;2001;male;25-34 years;5,00;21119;;;;;
Iceland;2001;male;35-54 years;9,00;39779;;;;;
Iceland;2001;male;55-74 years;4,00;20268;;;;;
Iceland;2001;female;35-54 years;5,00;38708;;;;;
Iceland;2001;female;25-34 years;2,00;20597;;;;;
Iceland;2001;female;55-74 years;1,00;21059;;;;;
Iceland;2001;female;15-24 years;0,00;21182;;;;;
Iceland;2001;female;5-14 years;0,00;21737;;;;;
Iceland;2001;female;75+ years;0,00;8552;;;;;
Iceland;2001;male;5-14 years;0,00;22929;;;;;
Iceland;2002;male;25-34 years;7,00;20997;;;;;
Iceland;2002;male;55-74 years;6,00;20853;;;;;
Iceland;2002;male;15-24 years;3,00;21620;;;;;
Iceland;2002;female;75+ years;1,00;8798;;;;;
Iceland;2002;female;35-54 years;4,00;39430;;;;;
Iceland;2002;male;35-54 years;4,00;40266;;;;;
Iceland;2002;female;25-34 years;2,00;20483;;;;;
Iceland;2002;female;55-74 years;2,00;21481;;;;;
Iceland;2002;female;15-24 years;1,00;21091;;;;;
Iceland;2002;female;5-14 years;0,00;21996;;;;;
Iceland;2002;male;5-14 years;0,00;23134;;;;;
Iceland;2002;male;75+ years;0,00;6306;;;;;
Iceland;2003;male;55-74 years;6,00;21464;;;;;
Iceland;2003;male;15-24 years;5,00;21857;;;;;
Iceland;2003;male;35-54 years;8,00;40516;;;;;
Iceland;2003;female;55-74 years;4,00;22054;;;;;
Iceland;2003;female;25-34 years;1,00;20281;;;;;
Iceland;2003;male;25-34 years;1,00;20791;;;;;
Iceland;2003;female;35-54 years;1,00;39836;;;;;
Iceland;2003;female;15-24 years;0,00;21105;;;;;
Iceland;2003;female;5-14 years;0,00;21939;;;;;
Iceland;2003;female;75+ years;0,00;9063;;;;;
Iceland;2003;male;5-14 years;0,00;22892;;;;;
Iceland;2003;male;75+ years;0,00;6532;;;;;
Iceland;2004;male;75+ years;3,00;6720;;;;;
Iceland;2004;male;15-24 years;6,00;21991;;;;;
Iceland;2004;male;35-54 years;9,00;41248;;;;;
Iceland;2004;female;25-34 years;4,00;20526;;;;;
Iceland;2004;male;25-34 years;4,00;21106;;;;;
Iceland;2004;male;55-74 years;4,00;22162;;;;;
Iceland;2004;female;55-74 years;2,00;22573;;;;;
Iceland;2004;female;35-54 years;2,00;40199;;;;;
Iceland;2004;female;15-24 years;1,00;21091;;;;;
Iceland;2004;female;5-14 years;0,00;21899;;;;;
Iceland;2004;female;75+ years;0,00;9282;;;;;
Iceland;2004;male;5-14 years;0,00;22791;;;;;
Iceland;2005;male;25-34 years;6,00;21570;;;;;
Iceland;2005;male;35-54 years;10,00;41539;;;;;
Iceland;2005;male;55-74 years;5,00;22932;;;;;
Iceland;2005;female;35-54 years;6,00;40540;;;;;
Iceland;2005;male;15-24 years;3,00;22100;;;;;
Iceland;2005;female;55-74 years;3,00;23186;;;;;
Iceland;2005;female;15-24 years;0,00;21198;;;;;
Iceland;2005;female;25-34 years;0,00;20904;;;;;
Iceland;2005;female;5-14 years;0,00;21721;;;;;
Iceland;2005;female;75+ years;0,00;9566;;;;;
Iceland;2005;male;5-14 years;0,00;22712;;;;;
Iceland;2005;male;75+ years;0,00;6961;;;;;
Iceland;2006;male;15-24 years;6,00;22771;;;;;
Iceland;2006;male;35-54 years;10,00;44013;;;;;
Iceland;2006;male;55-74 years;4,00;23812;;;;;
Iceland;2006;female;35-54 years;6,00;40957;;;;;
Iceland;2006;female;55-74 years;3,00;23797;;;;;
Iceland;2006;male;25-34 years;2,00;23135;;;;;
Iceland;2006;female;25-34 years;1,00;21650;;;;;
Iceland;2006;female;15-24 years;0,00;21657;;;;;
Iceland;2006;female;5-14 years;0,00;21538;;;;;
Iceland;2006;female;75+ years;0,00;9927;;;;;
Iceland;2006;male;5-14 years;0,00;22494;;;;;
Iceland;2006;male;75+ years;0,00;7248;;;;;
Iceland;2007;male;75+ years;3,00;7454;;;;;
Iceland;2007;male;15-24 years;7,00;23231;;;;;
Iceland;2007;male;35-54 years;12,00;45690;;;;;
Iceland;2007;male;25-34 years;6,00;24445;;;;;
Iceland;2007;female;75+ years;1,00;10165;;;;;
Iceland;2007;female;25-34 years;2,00;22098;;;;;
Iceland;2007;female;55-74 years;2,00;24464;;;;;
Iceland;2007;male;55-74 years;2,00;24652;;;;;
Iceland;2007;female;15-24 years;1,00;22072;;;;;
Iceland;2007;female;35-54 years;1,00;41594;;;;;
Iceland;2007;female;5-14 years;0,00;21535;;;;;
Iceland;2007;male;5-14 years;0,00;22312;;;;;
Iceland;2008;male;55-74 years;7,00;25539;;;;;
Iceland;2008;male;35-54 years;10,00;46462;;;;;
Iceland;2008;female;55-74 years;5,00;25254;;;;;
Iceland;2008;male;25-34 years;5,00;25691;;;;;
Iceland;2008;male;15-24 years;4,00;24143;;;;;
Iceland;2008;male;75+ years;1,00;7603;;;;;
Iceland;2008;female;35-54 years;4,00;42525;;;;;
Iceland;2008;female;25-34 years;2,00;22818;;;;;
Iceland;2008;female;15-24 years;0,00;22861;;;;;
Iceland;2008;female;5-14 years;0,00;21461;;;;;
Iceland;2008;female;75+ years;0,00;10302;;;;;
Iceland;2008;male;5-14 years;0,00;22177;;;;;
Iceland;2009;male;55-74 years;10,00;26267;;;;;
Iceland;2009;male;25-34 years;6,00;24715;;;;;
Iceland;2009;male;35-54 years;10,00;44805;;;;;
Iceland;2009;female;35-54 years;6,00;42732;;;;;
Iceland;2009;male;75+ years;1,00;7788;;;;;
Iceland;2009;male;15-24 years;2,00;23991;;;;;
Iceland;2009;female;55-74 years;1,00;26010;;;;;
Iceland;2009;female;15-24 years;0,00;22973;;;;;
Iceland;2009;female;25-34 years;0,00;22959;;;;;
Iceland;2009;female;5-14 years;0,00;21382;;;;;
Iceland;2009;female;75+ years;0,00;10439;;;;;
Iceland;2009;male;5-14 years;0,00;22143;;;;;
Iceland;2010;male;75+ years;3,00;7930;;;;;
Iceland;2010;male;25-34 years;8,00;23610;;;;;
Iceland;2010;male;55-74 years;7,00;26976;;;;;
Iceland;2010;male;35-54 years;11,00;43584;;;;;
Iceland;2010;male;15-24 years;6,00;23905;;;;;
Iceland;2010;female;35-54 years;5,00;42526;;;;;
Iceland;2010;female;55-74 years;3,00;26898;;;;;
Iceland;2010;male;5-14 years;1,00;21935;;;;;
Iceland;2010;female;25-34 years;1,00;22558;;;;;
Iceland;2010;female;15-24 years;1,00;22907;;;;;
Iceland;2010;female;5-14 years;0,00;21185;;;;;
Iceland;2010;female;75+ years;0,00;10606;;;;;
Iceland;2011;male;25-34 years;5,00;23085;;;;;
Iceland;2011;male;55-74 years;6,00;27936;;;;;
Iceland;2011;male;35-54 years;8,00;43120;;;;;
Iceland;2011;male;15-24 years;2,00;24083;;;;;
Iceland;2011;female;55-74 years;2,00;27822;;;;;
Iceland;2011;male;5-14 years;1,00;21828;;;;;
Iceland;2011;female;25-34 years;1,00;22337;;;;;
Iceland;2011;female;15-24 years;1,00;22926;;;;;
Iceland;2011;female;35-54 years;1,00;42475;;;;;
Iceland;2011;female;5-14 years;0,00;21068;;;;;
Iceland;2011;female;75+ years;0,00;10762;;;;;
Iceland;2011;male;75+ years;0,00;8033;;;;;
Iceland;2012;male;25-34 years;7,00;22931;;;;;
Iceland;2012;male;75+ years;2,00;8207;;;;;
Iceland;2012;male;55-74 years;6,00;28966;;;;;
Iceland;2012;male;35-54 years;8,00;42696;;;;;
Iceland;2012;female;55-74 years;4,00;28784;;;;;
Iceland;2012;male;15-24 years;3,00;24210;;;;;
Iceland;2012;female;25-34 years;2,00;22249;;;;;
Iceland;2012;female;15-24 years;2,00;22968;;;;;
Iceland;2012;female;35-54 years;3,00;42450;;;;;
Iceland;2012;female;5-14 years;0,00;21068;;;;;
Iceland;2012;female;75+ years;0,00;10882;;;;;
Iceland;2012;male;5-14 years;0,00;21827;;;;;
Iceland;2013;male;75+ years;5,00;8368;;;;;
Iceland;2013;male;25-34 years;7,00;23318;;;;;
Iceland;2013;male;35-54 years;12,00;42535;;;;;
Iceland;2013;female;75+ years;3,00;10950;;;;;
Iceland;2013;male;15-24 years;5,00;24215;;;;;
Iceland;2013;male;55-74 years;6,00;29974;;;;;
Iceland;2013;female;25-34 years;3,00;22445;;;;;
Iceland;2013;female;35-54 years;5,00;42524;;;;;
Iceland;2013;female;55-74 years;3,00;29831;;;;;
Iceland;2013;female;15-24 years;0,00;22970;;;;;
Iceland;2013;female;5-14 years;0,00;21275;;;;;
Iceland;2013;male;5-14 years;0,00;22051;;;;;
Iceland;2014;male;75+ years;5,00;8491;;;;;
Iceland;2014;male;25-34 years;9,00;23711;;;;;
Iceland;2014;male;55-74 years;8,00;31027;;;;;
Iceland;2014;male;15-24 years;4,00;24185;;;;;
Iceland;2014;male;35-54 years;7,00;42731;;;;;
Iceland;2014;female;35-54 years;4,00;42655;;;;;
Iceland;2014;female;75+ years;1,00;11043;;;;;
Iceland;2014;female;25-34 years;2,00;22708;;;;;
Iceland;2014;female;15-24 years;2,00;22989;;;;;
Iceland;2014;female;55-74 years;2,00;30942;;;;;
Iceland;2014;female;5-14 years;0,00;21544;;;;;
Iceland;2014;male;5-14 years;0,00;22446;;;;;
Iceland;2015;male;15-24 years;7,00;24116;;;;;
Iceland;2015;male;35-54 years;11,00;43119;;;;;
Iceland;2015;male;25-34 years;6,00;24128;;;;;
Iceland;2015;female;55-74 years;6,00;32013;;;;;
Iceland;2015;female;75+ years;2,00;11158;;;;;
Iceland;2015;male;55-74 years;5,00;32159;;;;;
Iceland;2015;female;35-54 years;2,00;42858;;;;;
Iceland;2015;female;25-34 years;1,00;22913;;;;;
Iceland;2015;female;15-24 years;0,00;22962;;;;;
Iceland;2015;female;5-14 years;0,00;21738;;;;;
Iceland;2015;male;5-14 years;0,00;22771;;;;;
Iceland;2015;male;75+ years;0,00;8619;;;;;
Iceland;2016;male;25-34 years;8,00;25029;;;;;
Iceland;2016;male;55-74 years;10,00;33247;;;;;
Iceland;2016;male;35-54 years;11,00;44024;;;;;
Iceland;2016;male;15-24 years;6,00;24099;;;;;
Iceland;2016;male;75+ years;1,00;8723;;;;;
Iceland;2016;female;25-34 years;2,00;23233;;;;;
Iceland;2016;female;55-74 years;2,00;32963;;;;;
Iceland;2016;female;15-24 years;0,00;22971;;;;;
Iceland;2016;female;35-54 years;0,00;43216;;;;;
Iceland;2016;female;75+ years;0,00;11268;;;;;
Ireland;1985;male;55-74 years;65,00;251800;;;;;
Ireland;1985;male;25-34 years;47,00;251000;;;;;
Ireland;1985;male;15-24 years;48,00;314400;;;;;
Ireland;1985;male;35-54 years;51,00;367300;;;;;
Ireland;1985;female;55-74 years;21,00;274200;;;;;
Ireland;1985;male;75+ years;4,00;56000;;;;;
Ireland;1985;female;35-54 years;24,00;353200;;;;;
Ireland;1985;female;25-34 years;11,00;248300;;;;;
Ireland;1985;female;75+ years;1,00;85900;;;;;
Ireland;1985;female;15-24 years;3,00;303600;;;;;
Ireland;1985;male;5-14 years;1,00;360200;;;;;
Ireland;1985;female;5-14 years;0,00;342300;;;;;
Ireland;1986;male;55-74 years;62,00;249700;;;;;
Ireland;1986;male;25-34 years;47,00;251300;;;;;
Ireland;1986;male;35-54 years;56,00;372400;;;;;
Ireland;1986;male;15-24 years;44,00;314000;;;;;
Ireland;1986;male;75+ years;5,00;56700;;;;;
Ireland;1986;female;35-54 years;25,00;358500;;;;;
Ireland;1986;female;55-74 years;18,00;273000;;;;;
Ireland;1986;female;25-34 years;13,00;249900;;;;;
Ireland;1986;female;15-24 years;10,00;303500;;;;;
Ireland;1986;female;75+ years;1,00;87100;;;;;
Ireland;1986;male;5-14 years;1,00;359200;;;;;
Ireland;1986;female;5-14 years;0,00;341400;;;;;
Ireland;1987;male;55-74 years;58,00;247700;;;;;
Ireland;1987;male;25-34 years;39,00;251100;;;;;
Ireland;1987;male;35-54 years;54,00;380400;;;;;
Ireland;1987;male;15-24 years;29,00;313100;;;;;
Ireland;1987;male;75+ years;5,00;58500;;;;;
Ireland;1987;female;75+ years;6,00;89800;;;;;
Ireland;1987;female;55-74 years;17,00;272000;;;;;
Ireland;1987;female;35-54 years;21,00;366500;;;;;
Ireland;1987;female;25-34 years;8,00;250700;;;;;
Ireland;1987;female;15-24 years;7,00;301200;;;;;
Ireland;1987;female;5-14 years;1,00;340100;;;;;
Ireland;1987;male;5-14 years;0,00;358600;;;;;
Ireland;1988;male;75+ years;15,00;59600;;;;;
Ireland;1988;male;25-34 years;50,00;248600;;;;;
Ireland;1988;male;55-74 years;47,00;246600;;;;;
Ireland;1988;male;15-24 years;47,00;312200;;;;;
Ireland;1988;male;35-54 years;36,00;388200;;;;;
Ireland;1988;female;35-54 years;32,00;374900;;;;;
Ireland;1988;female;55-74 years;18,00;271500;;;;;
Ireland;1988;female;25-34 years;13,00;249000;;;;;
Ireland;1988;female;75+ years;2,00;91600;;;;;
Ireland;1988;female;15-24 years;6,00;298100;;;;;
Ireland;1988;female;5-14 years;0,00;337800;;;;;
Ireland;1988;male;5-14 years;0,00;355400;;;;;
Ireland;1989;male;35-54 years;77,00;397500;;;;;
Ireland;1989;male;75+ years;11,00;60700;;;;;
Ireland;1989;male;25-34 years;42,00;242200;;;;;
Ireland;1989;male;55-74 years;42,00;245400;;;;;
Ireland;1989;male;15-24 years;41,00;307900;;;;;
Ireland;1989;female;55-74 years;24,00;270300;;;;;
Ireland;1989;female;35-54 years;21,00;383000;;;;;
Ireland;1989;female;75+ years;5,00;95000;;;;;
Ireland;1989;female;25-34 years;8,00;242300;;;;;
Ireland;1989;female;15-24 years;7,00;293600;;;;;
Ireland;1989;female;5-14 years;0,00;333700;;;;;
Ireland;1989;male;5-14 years;0,00;351600;;;;;
Ireland;1990;male;55-74 years;58,00;244600;;;;;
Ireland;1990;male;25-34 years;51,00;236900;;;;;
Ireland;1990;male;35-54 years;85,00;406100;;;;;
Ireland;1990;male;75+ years;9,00;61000;;;;;
Ireland;1990;male;15-24 years;44,00;309400;;;;;
Ireland;1990;female;25-34 years;20,00;238400;;;;;
Ireland;1990;female;55-74 years;20,00;269100;;;;;
Ireland;1990;female;35-54 years;29,00;391200;;;;;
Ireland;1990;female;15-24 years;12,00;291300;;;;;
Ireland;1990;female;75+ years;2,00;97900;;;;;
Ireland;1990;male;5-14 years;4,00;347800;;;;;
Ireland;1990;female;5-14 years;0,00;330300;;;;;
Ireland;1991;male;25-34 years;69,00;243900;;;;;
Ireland;1991;male;35-54 years;91,00;407900;;;;;
Ireland;1991;male;55-74 years;53,00;247500;;;;;
Ireland;1991;male;15-24 years;61,00;307900;;;;;
Ireland;1991;male;75+ years;8,00;63600;;;;;
Ireland;1991;female;55-74 years;19,00;269800;;;;;
Ireland;1991;female;25-34 years;15,00;251600;;;;;
Ireland;1991;female;35-54 years;23,00;400200;;;;;
Ireland;1991;female;75+ years;2,00;99200;;;;;
Ireland;1991;female;15-24 years;4,00;293700;;;;;
Ireland;1991;female;5-14 years;0,00;324600;;;;;
Ireland;1991;male;5-14 years;0,00;342200;;;;;
Ireland;1992;male;25-34 years;80,00;246100;;;;;
Ireland;1992;male;55-74 years;60,00;248700;;;;;
Ireland;1992;male;15-24 years;68,00;313100;;;;;
Ireland;1992;male;35-54 years;82,00;416800;;;;;
Ireland;1992;male;75+ years;11,00;64800;;;;;
Ireland;1992;female;55-74 years;21,00;270500;;;;;
Ireland;1992;female;25-34 years;11,00;252800;;;;;
Ireland;1992;female;75+ years;4,00;101300;;;;;
Ireland;1992;female;35-54 years;16,00;410400;;;;;
Ireland;1992;female;15-24 years;6,00;297400;;;;;
Ireland;1992;male;5-14 years;3,00;339800;;;;;
Ireland;1992;female;5-14 years;0,00;321700;;;;;
Ireland;1993;male;25-34 years;57,00;247200;;;;;
Ireland;1993;male;55-74 years;56,00;250200;;;;;
Ireland;1993;male;35-54 years;85,00;426500;;;;;
Ireland;1993;male;15-24 years;45,00;316400;;;;;
Ireland;1993;male;75+ years;8,00;65100;;;;;
Ireland;1993;female;35-54 years;28,00;421100;;;;;
Ireland;1993;female;55-74 years;14,00;271400;;;;;
Ireland;1993;female;25-34 years;13,00;252600;;;;;
Ireland;1993;female;15-24 years;9,00;300100;;;;;
Ireland;1993;female;75+ years;3,00;102900;;;;;
Ireland;1993;male;5-14 years;8,00;335100;;;;;
Ireland;1993;female;5-14 years;0,00;317900;;;;;
Ireland;1994;male;25-34 years;77,00;249000;;;;;
Ireland;1994;male;35-54 years;99,00;436500;;;;;
Ireland;1994;male;15-24 years;69,00;318100;;;;;
Ireland;1994;male;75+ years;13,00;64700;;;;;
Ireland;1994;male;55-74 years;44,00;252800;;;;;
Ireland;1994;female;55-74 years;27,00;272800;;;;;
Ireland;1994;female;35-54 years;38,00;431300;;;;;
Ireland;1994;female;15-24 years;13,00;303000;;;;;
Ireland;1994;female;25-34 years;9,00;256100;;;;;
Ireland;1994;female;75+ years;3,00;103200;;;;;
Ireland;1994;male;5-14 years;2,00;328300;;;;;
Ireland;1994;female;5-14 years;0,00;310200;;;;;
Ireland;1995;male;25-34 years;67,00;253100;;;;;
Ireland;1995;male;35-54 years;111,00;444400;;;;;
Ireland;1995;male;15-24 years;76,00;319400;;;;;
Ireland;1995;male;75+ years;14,00;66000;;;;;
Ireland;1995;male;55-74 years;48,00;254200;;;;;
Ireland;1995;female;25-34 years;20,00;259200;;;;;
Ireland;1995;female;35-54 years;34,00;441600;;;;;
Ireland;1995;female;55-74 years;13,00;273900;;;;;
Ireland;1995;female;15-24 years;11,00;306300;;;;;
Ireland;1995;female;75+ years;3,00;105500;;;;;
Ireland;1995;male;5-14 years;4,00;319700;;;;;
Ireland;1995;female;5-14 years;2,00;302600;;;;;
Ireland;1996;male;25-34 years;89,00;257100;;;;;
Ireland;1996;male;15-24 years;82,00;323100;;;;;
Ireland;1996;male;35-54 years;111,00;454800;;;;;
Ireland;1996;male;75+ years;15,00;66900;;;;;
Ireland;1996;male;55-74 years;44,00;256900;;;;;
Ireland;1996;female;25-34 years;15,00;262900;;;;;
Ireland;1996;female;35-54 years;24,00;453300;;;;;
Ireland;1996;female;15-24 years;14,00;309800;;;;;
Ireland;1996;female;55-74 years;8,00;274300;;;;;
Ireland;1996;female;75+ years;2,00;107700;;;;;
Ireland;1996;male;5-14 years;4,00;312700;;;;;
Ireland;1996;female;5-14 years;0,00;296300;;;;;
Ireland;1997;male;15-24 years;105,00;327450;;;;;
Ireland;1997;male;25-34 years;80,00;261887;;;;;
Ireland;1997;male;35-54 years;126,00;467626;;;;;
Ireland;1997;male;55-74 years;49,00;260486;;;;;
Ireland;1997;male;75+ years;12,00;67496;;;;;
Ireland;1997;female;55-74 years;23,00;276097;;;;;
Ireland;1997;female;35-54 years;33,00;466997;;;;;
Ireland;1997;female;15-24 years;19,00;313447;;;;;
Ireland;1997;female;25-34 years;12,00;267638;;;;;
Ireland;1997;female;75+ years;3,00;109207;;;;;
Ireland;1997;male;5-14 years;4,00;305770;;;;;
Ireland;1997;female;5-14 years;0,00;290184;;;;;
Ireland;1998;male;25-34 years;106,00;268458;;;;;
Ireland;1998;male;15-24 years;112,00;328079;;;;;
Ireland;1998;male;35-54 years;140,00;479431;;;;;
Ireland;1998;male;55-74 years;55,00;264994;;;;;
Ireland;1998;male;75+ years;11,00;68586;;;;;
Ireland;1998;female;35-54 years;34,00;479738;;;;;
Ireland;1998;female;55-74 years;12,00;279666;;;;;
Ireland;1998;female;15-24 years;13,00;314723;;;;;
Ireland;1998;female;25-34 years;10,00;271872;;;;;
Ireland;1998;female;75+ years;3,00;111741;;;;;
Ireland;1998;female;5-14 years;1,00;283607;;;;;
Ireland;1998;male;5-14 years;1,00;298520;;;;;
Ireland;1999;male;25-34 years;82,00;274372;;;;;
Ireland;1999;male;15-24 years;86,00;327454;;;;;
Ireland;1999;male;55-74 years;58,00;270407;;;;;
Ireland;1999;male;35-54 years;104,00;490716;;;;;
Ireland;1999;male;75+ years;10,00;68952;;;;;
Ireland;1999;female;55-74 years;18,00;283198;;;;;
Ireland;1999;female;25-34 years;15,00;277242;;;;;
Ireland;1999;female;15-24 years;17,00;315004;;;;;
Ireland;1999;female;35-54 years;26,00;490684;;;;;
Ireland;1999;female;75+ years;5,00;113032;;;;;
Ireland;1999;male;5-14 years;2,00;292740;;;;;
Ireland;1999;female;5-14 years;1,00;278070;;;;;
Ireland;2000;male;25-34 years;99,00;283528;;;;;
Ireland;2000;male;35-54 years;138,00;501834;;;;;
Ireland;2000;male;15-24 years;85,00;326264;;;;;
Ireland;2000;male;55-74 years;51,00;276475;;;;;
Ireland;2000;male;75+ years;7,00;69695;;;;;
Ireland;2000;female;35-54 years;37,00;502942;;;;;
Ireland;2000;female;15-24 years;21,00;314968;;;;;
Ireland;2000;female;75+ years;5,00;114383;;;;;
Ireland;2000;female;55-74 years;10,00;288075;;;;;
Ireland;2000;female;25-34 years;9,00;283371;;;;;
Ireland;2000;male;5-14 years;1,00;287937;;;;;
Ireland;2000;female;5-14 years;0,00;273904;;;;;
Ireland;2001;male;25-34 years;104,00;295410;;;;;
Ireland;2001;male;15-24 years;89,00;324752;;;;;
Ireland;2001;male;35-54 years;139,00;512042;;;;;
Ireland;2001;male;55-74 years;66,00;285022;;;;;
Ireland;2001;male;75+ years;9,00;70956;;;;;
Ireland;2001;female;35-54 years;34,00;512762;;;;;
Ireland;2001;female;55-74 years;18,00;295191;;;;;
Ireland;2001;female;15-24 years;14,00;313247;;;;;
Ireland;2001;female;25-34 years;11,00;294059;;;;;
Ireland;2001;female;75+ years;2,00;116212;;;;;
Ireland;2001;male;5-14 years;2,00;284509;;;;;
Ireland;2001;female;5-14 years;0,00;269812;;;;;
Ireland;2002;male;25-34 years;100,00;308477;;;;;
Ireland;2002;male;15-24 years;89,00;325705;;;;;
Ireland;2002;male;55-74 years;62,00;294395;;;;;
Ireland;2002;male;35-54 years;109,00;521397;;;;;
Ireland;2002;male;75+ years;7,00;72146;;;;;
Ireland;2002;female;25-34 years;19,00;308892;;;;;
Ireland;2002;female;35-54 years;29,00;521940;;;;;
Ireland;2002;female;55-74 years;14,00;302754;;;;;
Ireland;2002;female;15-24 years;14,00;315817;;;;;
Ireland;2002;female;75+ years;3,00;118252;;;;;
Ireland;2002;female;5-14 years;2,00;267794;;;;;
Ireland;2002;male;5-14 years;1,00;282004;;;;;
Ireland;2003;male;15-24 years;93,00;325589;;;;;
Ireland;2003;male;35-54 years;135,00;529155;;;;;
Ireland;2003;male;25-34 years;61,00;316763;;;;;
Ireland;2003;male;55-74 years;57,00;304682;;;;;
Ireland;2003;male;75+ years;10,00;73562;;;;;
Ireland;2003;female;35-54 years;37,00;530989;;;;;
Ireland;2003;female;55-74 years;21,00;311239;;;;;
Ireland;2003;female;25-34 years;16,00;315513;;;;;
Ireland;2003;female;15-24 years;15,00;317275;;;;;
Ireland;2003;female;75+ years;5,00;120328;;;;;
Ireland;2003;female;5-14 years;2,00;267103;;;;;
Ireland;2003;male;5-14 years;2,00;281881;;;;;
Ireland;2004;male;35-54 years;152,00;539660;;;;;
Ireland;2004;male;15-24 years;86,00;324349;;;;;
Ireland;2004;male;25-34 years;84,00;325356;;;;;
Ireland;2004;male;55-74 years;60,00;313994;;;;;
Ireland;2004;male;75+ years;7,00;75345;;;;;
Ireland;2004;female;35-54 years;31,00;539721;;;;;
Ireland;2004;female;55-74 years;18,00;319814;;;;;
Ireland;2004;female;25-34 years;15,00;324860;;;;;
Ireland;2004;female;15-24 years;8,00;315174;;;;;
Ireland;2004;female;75+ years;2,00;122315;;;;;
Ireland;2004;male;5-14 years;1,00;283674;;;;;
Ireland;2004;female;5-14 years;0,00;268417;;;;;
Ireland;2005;male;25-34 years;86,00;344139;;;;;
Ireland;2005;male;15-24 years;80,00;322805;;;;;
Ireland;2005;male;35-54 years;134,00;552960;;;;;
Ireland;2005;male;55-74 years;59,00;323255;;;;;
Ireland;2005;female;25-34 years;21,00;337499;;;;;
Ireland;2005;female;15-24 years;18,00;314542;;;;;
Ireland;2005;female;55-74 years;17,00;329510;;;;;
Ireland;2005;female;35-54 years;27,00;550357;;;;;
Ireland;2005;female;75+ years;4,00;124661;;;;;
Ireland;2005;male;75+ years;2,00;77704;;;;;
Ireland;2005;male;5-14 years;2,00;285659;;;;;
Ireland;2005;female;5-14 years;1,00;270266;;;;;
Ireland;2006;male;15-24 years;87,00;321007;;;;;
Ireland;2006;male;25-34 years;86,00;366739;;;;;
Ireland;2006;male;35-54 years;125,00;577782;;;;;
Ireland;2006;male;55-74 years;61,00;332939;;;;;
Ireland;2006;male;75+ years;11,00;79660;;;;;
Ireland;2006;female;55-74 years;18,00;336664;;;;;
Ireland;2006;female;35-54 years;30,00;567465;;;;;
Ireland;2006;female;15-24 years;16,00;311725;;;;;
Ireland;2006;female;25-34 years;12,00;355700;;;;;
Ireland;2006;female;75+ years;2,00;125700;;;;;
Ireland;2006;female;5-14 years;2,00;273709;;;;;
Ireland;2006;male;5-14 years;2,00;288488;;;;;
Ireland;2007;male;15-24 years;76,00;320350;;;;;
Ireland;2007;male;25-34 years;91,00;387302;;;;;
Ireland;2007;male;35-54 years;119,00;590396;;;;;
Ireland;2007;male;55-74 years;61,00;338808;;;;;
Ireland;2007;male;75+ years;8,00;81128;;;;;
Ireland;2007;female;35-54 years;45,00;579555;;;;;
Ireland;2007;female;25-34 years;19,00;375744;;;;;
Ireland;2007;female;15-24 years;15,00;313405;;;;;
Ireland;2007;female;55-74 years;13,00;341816;;;;;
Ireland;2007;male;5-14 years;7,00;292637;;;;;
Ireland;2007;female;75+ years;3,00;126722;;;;;
Ireland;2007;female;5-14 years;1,00;278844;;;;;
Ireland;2008;male;25-34 years;100,00;394740;;;;;
Ireland;2008;male;35-54 years;142,00;602168;;;;;
Ireland;2008;male;15-24 years;69,00;310260;;;;;
Ireland;2008;male;55-74 years;66,00;348515;;;;;
Ireland;2008;female;15-24 years;25,00;307663;;;;;
Ireland;2008;female;35-54 years;46,00;593336;;;;;
Ireland;2008;female;55-74 years;27,00;352281;;;;;
Ireland;2008;male;75+ years;6,00;83406;;;;;
Ireland;2008;female;25-34 years;18,00;388880;;;;;
Ireland;2008;female;75+ years;4,00;128630;;;;;
Ireland;2008;male;5-14 years;3,00;298953;;;;;
Ireland;2008;female;5-14 years;0,00;285360;;;;;
Ireland;2009;male;25-34 years;112,00;390586;;;;;
Ireland;2009;male;35-54 years;158,00;611460;;;;;
Ireland;2009;male;15-24 years;70,00;290474;;;;;
Ireland;2009;male;55-74 years;74,00;358381;;;;;
Ireland;2009;female;25-34 years;27,00;394145;;;;;
Ireland;2009;female;15-24 years;20,00;292951;;;;;
Ireland;2009;female;55-74 years;23,00;362941;;;;;
Ireland;2009;male;75+ years;5,00;86239;;;;;
Ireland;2009;female;35-54 years;33,00;604133;;;;;
