country;year;sex;age;;;
Netherlands;2012;female;55-74 years;828,946,812,397;52334;Generation X
Netherlands;2012;male;15-24 years;828,946,812,397;52334;Boomers
Netherlands;2012;female;75+ years;828,946,812,397;52334;Millenials
Netherlands;2012;female;25-34 years;828,946,812,397;52334;Silent
Netherlands;2012;female;15-24 years;828,946,812,397;52334;Millenials
Netherlands;2012;male;5-14 years;828,946,812,397;52334;Millenials
Netherlands;2012;female;5-14 years;828,946,812,397;52334;Generation Z
Netherlands;2013;male;35-54 years;828,946,812,397;52334;Generation Z
Netherlands;2013;male;75+ years;866,680,000,367;54510;Generation X
Netherlands;2013;male;55-74 years;866,680,000,367;54510;Silent
Netherlands;2013;male;25-34 years;866,680,000,367;54510;Boomers
Netherlands;2013;female;55-74 years;866,680,000,367;54510;Millenials
Netherlands;2013;male;15-24 years;866,680,000,367;54510;Boomers
Netherlands;2013;female;35-54 years;866,680,000,367;54510;Millenials
Netherlands;2013;female;75+ years;866,680,000,367;54510;Generation X
Netherlands;2013;female;15-24 years;866,680,000,367;54510;Silent
Netherlands;2013;female;25-34 years;866,680,000,367;54510;Millenials
Netherlands;2013;male;5-14 years;866,680,000,367;54510;Millenials
Netherlands;2013;female;5-14 years;866,680,000,367;54510;Generation Z
Netherlands;2014;male;35-54 years;866,680,000,367;54510;Generation Z
Netherlands;2014;male;55-74 years;879,635,084,125;55325;Generation X
Netherlands;2014;male;75+ years;879,635,084,125;55325;Boomers
Netherlands;2014;male;25-34 years;879,635,084,125;55325;Silent
Netherlands;2014;female;55-74 years;879,635,084,125;55325;Millenials
Netherlands;2014;female;35-54 years;879,635,084,125;55325;Boomers
Netherlands;2014;female;75+ years;879,635,084,125;55325;Generation X
Netherlands;2014;male;15-24 years;879,635,084,125;55325;Silent
Netherlands;2014;female;25-34 years;879,635,084,125;55325;Millenials
Netherlands;2014;female;15-24 years;879,635,084,125;55325;Millenials
Netherlands;2014;female;5-14 years;879,635,084,125;55325;Millenials
Netherlands;2014;male;5-14 years;879,635,084,125;55325;Generation Z
Netherlands;2015;male;75+ years;879,635,084,125;55325;Generation Z
Netherlands;2015;male;55-74 years;757,999,453,314;47206;Silent
Netherlands;2015;male;35-54 years;757,999,453,314;47206;Boomers
Netherlands;2015;male;25-34 years;757,999,453,314;47206;Generation X
Netherlands;2015;female;55-74 years;757,999,453,314;47206;Millenials
Netherlands;2015;female;35-54 years;757,999,453,314;47206;Boomers
Netherlands;2015;male;15-24 years;757,999,453,314;47206;Generation X
Netherlands;2015;female;75+ years;757,999,453,314;47206;Millenials
Netherlands;2015;female;25-34 years;757,999,453,314;47206;Silent
Netherlands;2015;female;15-24 years;757,999,453,314;47206;Millenials
Netherlands;2015;female;5-14 years;757,999,453,314;47206;Millenials
Netherlands;2015;male;5-14 years;757,999,453,314;47206;Generation Z
Netherlands;2016;male;75+ years;757,999,453,314;47206;Generation Z
Netherlands;2016;male;55-74 years;777,227,541,581;48108;Silent
Netherlands;2016;male;35-54 years;777,227,541,581;48108;Boomers
Netherlands;2016;male;25-34 years;777,227,541,581;48108;Generation X
Netherlands;2016;female;75+ years;777,227,541,581;48108;Millenials
Netherlands;2016;female;55-74 years;777,227,541,581;48108;Silent
Netherlands;2016;female;35-54 years;777,227,541,581;48108;Boomers
Netherlands;2016;male;15-24 years;777,227,541,581;48108;Generation X
Netherlands;2016;female;25-34 years;777,227,541,581;48108;Millenials
Netherlands;2016;female;15-24 years;777,227,541,581;48108;Millenials
New Zealand;1985;male;75+ years;777,227,541,581;48108;Millenials
New Zealand;1985;male;55-74 years;24,950,895,141;8246;G.I. Generation
New Zealand;1985;male;25-34 years;24,950,895,141;8246;G.I. Generation
New Zealand;1985;male;15-24 years;24,950,895,141;8246;Boomers
New Zealand;1985;male;35-54 years;24,950,895,141;8246;Generation X
New Zealand;1985;female;55-74 years;24,950,895,141;8246;Silent
New Zealand;1985;female;35-54 years;24,950,895,141;8246;G.I. Generation
New Zealand;1985;female;15-24 years;24,950,895,141;8246;Silent
New Zealand;1985;female;25-34 years;24,950,895,141;8246;Generation X
New Zealand;1985;female;75+ years;24,950,895,141;8246;Boomers
New Zealand;1985;female;5-14 years;24,950,895,141;8246;G.I. Generation
New Zealand;1985;male;5-14 years;24,950,895,141;8246;Generation X
New Zealand;1986;male;75+ years;24,950,895,141;8246;Generation X
New Zealand;1986;male;35-54 years;30,604,668,357;10114;G.I. Generation
New Zealand;1986;male;55-74 years;30,604,668,357;10114;Silent
New Zealand;1986;male;15-24 years;30,604,668,357;10114;G.I. Generation
New Zealand;1986;male;25-34 years;30,604,668,357;10114;Generation X
New Zealand;1986;female;75+ years;30,604,668,357;10114;Boomers
New Zealand;1986;female;55-74 years;30,604,668,357;10114;G.I. Generation
New Zealand;1986;female;35-54 years;30,604,668,357;10114;G.I. Generation
New Zealand;1986;female;15-24 years;30,604,668,357;10114;Silent
New Zealand;1986;female;25-34 years;30,604,668,357;10114;Generation X
New Zealand;1986;female;5-14 years;30,604,668,357;10114;Boomers
New Zealand;1986;male;5-14 years;30,604,668,357;10114;Generation X
New Zealand;1987;male;75+ years;30,604,668,357;10114;Generation X
New Zealand;1987;male;15-24 years;40,338,594,862;13238;G.I. Generation
New Zealand;1987;male;25-34 years;40,338,594,862;13238;Generation X
New Zealand;1987;male;55-74 years;40,338,594,862;13238;Boomers
New Zealand;1987;male;35-54 years;40,338,594,862;13238;G.I. Generation
New Zealand;1987;female;75+ years;40,338,594,862;13238;Silent
New Zealand;1987;female;25-34 years;40,338,594,862;13238;G.I. Generation
New Zealand;1987;female;35-54 years;40,338,594,862;13238;Boomers
New Zealand;1987;female;15-24 years;40,338,594,862;13238;Silent
New Zealand;1987;female;55-74 years;40,338,594,862;13238;Generation X
New Zealand;1987;male;5-14 years;40,338,594,862;13238;G.I. Generation
New Zealand;1987;female;5-14 years;40,338,594,862;13238;Generation X
New Zealand;1988;male;75+ years;40,338,594,862;13238;Generation X
New Zealand;1988;male;15-24 years;45,493,075,684;14890;G.I. Generation
New Zealand;1988;male;55-74 years;45,493,075,684;14890;Generation X
New Zealand;1988;male;25-34 years;45,493,075,684;14890;G.I. Generation
New Zealand;1988;male;35-54 years;45,493,075,684;14890;Boomers
New Zealand;1988;female;75+ years;45,493,075,684;14890;Silent
New Zealand;1988;female;25-34 years;45,493,075,684;14890;G.I. Generation
New Zealand;1988;female;55-74 years;45,493,075,684;14890;Boomers
New Zealand;1988;female;15-24 years;45,493,075,684;14890;G.I. Generation
New Zealand;1988;female;35-54 years;45,493,075,684;14890;Generation X
New Zealand;1988;male;5-14 years;45,493,075,684;14890;Silent
New Zealand;1988;female;5-14 years;45,493,075,684;14890;Generation X
New Zealand;1989;male;15-24 years;45,493,075,684;14890;Generation X
New Zealand;1989;male;75+ years;44,170,562,822;14417;Generation X
New Zealand;1989;male;25-34 years;44,170,562,822;14417;G.I. Generation
New Zealand;1989;male;35-54 years;44,170,562,822;14417;Boomers
New Zealand;1989;male;55-74 years;44,170,562,822;14417;Silent
New Zealand;1989;female;55-74 years;44,170,562,822;14417;G.I. Generation
New Zealand;1989;female;25-34 years;44,170,562,822;14417;G.I. Generation
New Zealand;1989;female;15-24 years;44,170,562,822;14417;Boomers
New Zealand;1989;female;35-54 years;44,170,562,822;14417;Generation X
New Zealand;1989;male;5-14 years;44,170,562,822;14417;Silent
New Zealand;1989;female;75+ years;44,170,562,822;14417;Generation X
New Zealand;1989;female;5-14 years;44,170,562,822;14417;G.I. Generation
New Zealand;1990;male;15-24 years;44,170,562,822;14417;Generation X
New Zealand;1990;male;75+ years;45,519,034,244;14734;Generation X
New Zealand;1990;male;25-34 years;45,519,034,244;14734;G.I. Generation
New Zealand;1990;male;35-54 years;45,519,034,244;14734;Boomers
New Zealand;1990;male;55-74 years;45,519,034,244;14734;Silent
New Zealand;1990;female;25-34 years;45,519,034,244;14734;G.I. Generation
New Zealand;1990;female;35-54 years;45,519,034,244;14734;Boomers
New Zealand;1990;female;15-24 years;45,519,034,244;14734;Silent
New Zealand;1990;female;55-74 years;45,519,034,244;14734;Generation X
New Zealand;1990;female;75+ years;45,519,034,244;14734;G.I. Generation
New Zealand;1990;male;5-14 years;45,519,034,244;14734;G.I. Generation
New Zealand;1990;female;5-14 years;45,519,034,244;14734;Generation X
New Zealand;1991;male;15-24 years;45,519,034,244;14734;Generation X
New Zealand;1991;male;25-34 years;42,756,020,707;13345;Generation X
New Zealand;1991;male;75+ years;42,756,020,707;13345;Boomers
New Zealand;1991;male;35-54 years;42,756,020,707;13345;G.I. Generation
New Zealand;1991;male;55-74 years;42,756,020,707;13345;Boomers
New Zealand;1991;female;35-54 years;42,756,020,707;13345;Silent
New Zealand;1991;female;55-74 years;42,756,020,707;13345;Boomers
New Zealand;1991;female;25-34 years;42,756,020,707;13345;Silent
New Zealand;1991;female;15-24 years;42,756,020,707;13345;Boomers
New Zealand;1991;male;5-14 years;42,756,020,707;13345;Generation X
New Zealand;1991;female;75+ years;42,756,020,707;13345;Millenials
New Zealand;1991;female;5-14 years;42,756,020,707;13345;G.I. Generation
New Zealand;1992;male;15-24 years;42,756,020,707;13345;Millenials
New Zealand;1992;male;25-34 years;41,636,005,955;12868;Generation X
New Zealand;1992;male;55-74 years;41,636,005,955;12868;Boomers
New Zealand;1992;male;75+ years;41,636,005,955;12868;Silent
New Zealand;1992;male;35-54 years;41,636,005,955;12868;G.I. Generation
New Zealand;1992;female;55-74 years;41,636,005,955;12868;Boomers
New Zealand;1992;female;35-54 years;41,636,005,955;12868;Silent
New Zealand;1992;female;15-24 years;41,636,005,955;12868;Boomers
New Zealand;1992;female;75+ years;41,636,005,955;12868;Generation X
New Zealand;1992;female;25-34 years;41,636,005,955;12868;G.I. Generation
New Zealand;1992;male;5-14 years;41,636,005,955;12868;Boomers
New Zealand;1992;female;5-14 years;41,636,005,955;12868;Millenials
New Zealand;1993;male;15-24 years;41,636,005,955;12868;Millenials
New Zealand;1993;male;25-34 years;46,712,018,141;14271;Generation X
New Zealand;1993;male;75+ years;46,712,018,141;14271;Boomers
New Zealand;1993;male;35-54 years;46,712,018,141;14271;G.I. Generation
New Zealand;1993;male;55-74 years;46,712,018,141;14271;Boomers
New Zealand;1993;female;25-34 years;46,712,018,141;14271;Silent
New Zealand;1993;female;55-74 years;46,712,018,141;14271;Boomers
New Zealand;1993;female;35-54 years;46,712,018,141;14271;Silent
New Zealand;1993;female;15-24 years;46,712,018,141;14271;Boomers
New Zealand;1993;female;75+ years;46,712,018,141;14271;Generation X
New Zealand;1993;male;5-14 years;46,712,018,141;14271;G.I. Generation
New Zealand;1993;female;5-14 years;46,712,018,141;14271;Millenials
New Zealand;1994;male;15-24 years;46,712,018,141;14271;Millenials
New Zealand;1994;male;75+ years;55,154,160,816;16615;Generation X
New Zealand;1994;male;25-34 years;55,154,160,816;16615;G.I. Generation
New Zealand;1994;male;55-74 years;55,154,160,816;16615;Boomers
New Zealand;1994;male;35-54 years;55,154,160,816;16615;Silent
New Zealand;1994;female;15-24 years;55,154,160,816;16615;Boomers
New Zealand;1994;female;75+ years;55,154,160,816;16615;Generation X
New Zealand;1994;female;25-34 years;55,154,160,816;16615;G.I. Generation
New Zealand;1994;female;55-74 years;55,154,160,816;16615;Boomers
New Zealand;1994;female;35-54 years;55,154,160,816;16615;Silent
New Zealand;1994;male;5-14 years;55,154,160,816;16615;Boomers
New Zealand;1994;female;5-14 years;55,154,160,816;16615;Millenials
New Zealand;1995;male;15-24 years;55,154,160,816;16615;Millenials
New Zealand;1995;male;25-34 years;63,918,039,320;18945;Generation X
New Zealand;1995;male;75+ years;63,918,039,320;18945;Generation X
New Zealand;1995;male;35-54 years;63,918,039,320;18945;G.I. Generation
New Zealand;1995;male;55-74 years;63,918,039,320;18945;Boomers
New Zealand;1995;female;15-24 years;63,918,039,320;18945;Silent
New Zealand;1995;female;75+ years;63,918,039,320;18945;Generation X
New Zealand;1995;female;35-54 years;63,918,039,320;18945;G.I. Generation
New Zealand;1995;female;25-34 years;63,918,039,320;18945;Boomers
New Zealand;1995;female;55-74 years;63,918,039,320;18945;Generation X
New Zealand;1995;male;5-14 years;63,918,039,320;18945;Silent
New Zealand;1995;female;5-14 years;63,918,039,320;18945;Millenials
New Zealand;1996;male;25-34 years;63,918,039,320;18945;Millenials
New Zealand;1996;male;15-24 years;70,140,835,299;20434;Generation X
New Zealand;1996;male;75+ years;70,140,835,299;20434;Generation X
New Zealand;1996;male;55-74 years;70,140,835,299;20434;G.I. Generation
New Zealand;1996;male;35-54 years;70,140,835,299;20434;Silent
New Zealand;1996;female;15-24 years;70,140,835,299;20434;Boomers
New Zealand;1996;female;25-34 years;70,140,835,299;20434;Generation X
New Zealand;1996;female;35-54 years;70,140,835,299;20434;Generation X
New Zealand;1996;female;55-74 years;70,140,835,299;20434;Boomers
New Zealand;1996;female;75+ years;70,140,835,299;20434;Silent
New Zealand;1996;female;5-14 years;70,140,835,299;20434;G.I. Generation
New Zealand;1996;male;5-14 years;70,140,835,299;20434;Millenials
New Zealand;1997;male;25-34 years;70,140,835,299;20434;Millenials
New Zealand;1997;male;15-24 years;66,074,513,018;19041;Generation X
New Zealand;1997;male;75+ years;66,074,513,018;19041;Generation X
New Zealand;1997;male;35-54 years;66,074,513,018;19041;G.I. Generation
New Zealand;1997;male;55-74 years;66,074,513,018;19041;Boomers
New Zealand;1997;female;15-24 years;66,074,513,018;19041;Silent
New Zealand;1997;female;25-34 years;66,074,513,018;19041;Generation X
New Zealand;1997;female;35-54 years;66,074,513,018;19041;Generation X
New Zealand;1997;female;75+ years;66,074,513,018;19041;Boomers
New Zealand;1997;female;55-74 years;66,074,513,018;19041;G.I. Generation
New Zealand;1997;male;5-14 years;66,074,513,018;19041;Silent
New Zealand;1997;female;5-14 years;66,074,513,018;19041;Millenials
New Zealand;1998;male;25-34 years;66,074,513,018;19041;Millenials
New Zealand;1998;male;15-24 years;56,227,696,195;16052;Generation X
New Zealand;1998;male;75+ years;56,227,696,195;16052;Generation X
New Zealand;1998;male;55-74 years;56,227,696,195;16052;G.I. Generation
New Zealand;1998;male;35-54 years;56,227,696,195;16052;Silent
New Zealand;1998;female;15-24 years;56,227,696,195;16052;Boomers
New Zealand;1998;female;25-34 years;56,227,696,195;16052;Generation X
New Zealand;1998;female;35-54 years;56,227,696,195;16052;Generation X
New Zealand;1998;female;55-74 years;56,227,696,195;16052;Boomers
New Zealand;1998;female;75+ years;56,227,696,195;16052;Silent
New Zealand;1998;male;5-14 years;56,227,696,195;16052;G.I. Generation
New Zealand;1998;female;5-14 years;56,227,696,195;16052;Millenials
New Zealand;1999;male;25-34 years;56,227,696,195;16052;Millenials
New Zealand;1999;male;15-24 years;58,762,260,626;16556;Generation X
New Zealand;1999;male;75+ years;58,762,260,626;16556;Generation X
New Zealand;1999;male;35-54 years;58,762,260,626;16556;G.I. Generation
New Zealand;1999;male;55-74 years;58,762,260,626;16556;Boomers
New Zealand;1999;female;15-24 years;58,762,260,626;16556;Silent
New Zealand;1999;female;35-54 years;58,762,260,626;16556;Generation X
New Zealand;1999;female;25-34 years;58,762,260,626;16556;Boomers
New Zealand;1999;female;55-74 years;58,762,260,626;16556;Generation X
New Zealand;1999;female;75+ years;58,762,260,626;16556;Silent
New Zealand;1999;female;5-14 years;58,762,260,626;16556;G.I. Generation
New Zealand;1999;male;5-14 years;58,762,260,626;16556;Millenials
New Zealand;2000;male;25-34 years;58,762,260,626;16556;Millenials
New Zealand;2000;male;15-24 years;52,622,842,840;14725;Generation X
New Zealand;2000;male;35-54 years;52,622,842,840;14725;Generation X
New Zealand;2000;male;75+ years;52,622,842,840;14725;Boomers
New Zealand;2000;male;55-74 years;52,622,842,840;14725;G.I. Generation
New Zealand;2000;female;25-34 years;52,622,842,840;14725;Silent
New Zealand;2000;female;15-24 years;52,622,842,840;14725;Generation X
New Zealand;2000;female;35-54 years;52,622,842,840;14725;Generation X
New Zealand;2000;female;55-74 years;52,622,842,840;14725;Boomers
New Zealand;2000;female;75+ years;52,622,842,840;14725;Silent
New Zealand;2000;male;5-14 years;52,622,842,840;14725;G.I. Generation
New Zealand;2000;female;5-14 years;52,622,842,840;14725;Millenials
New Zealand;2001;male;25-34 years;52,622,842,840;14725;Millenials
New Zealand;2001;male;15-24 years;53,872,425,917;14968;Generation X
New Zealand;2001;male;75+ years;53,872,425,917;14968;Millenials
New Zealand;2001;male;35-54 years;53,872,425,917;14968;Silent
New Zealand;2001;male;55-74 years;53,872,425,917;14968;Boomers
New Zealand;2001;female;25-34 years;53,872,425,917;14968;Silent
New Zealand;2001;female;15-24 years;53,872,425,917;14968;Generation X
New Zealand;2001;female;75+ years;53,872,425,917;14968;Millenials
New Zealand;2001;female;35-54 years;53,872,425,917;14968;Silent
New Zealand;2001;female;55-74 years;53,872,425,917;14968;Boomers
New Zealand;2001;female;5-14 years;53,872,425,917;14968;Silent
New Zealand;2001;male;5-14 years;53,872,425,917;14968;Millenials
New Zealand;2002;male;25-34 years;53,872,425,917;14968;Millenials
New Zealand;2002;male;35-54 years;66,627,729,311;18208;Generation X
New Zealand;2002;male;15-24 years;66,627,729,311;18208;Boomers
New Zealand;2002;male;55-74 years;66,627,729,311;18208;Millenials
New Zealand;2002;male;75+ years;66,627,729,311;18208;Silent
New Zealand;2002;female;15-24 years;66,627,729,311;18208;Silent
New Zealand;2002;female;25-34 years;66,627,729,311;18208;Millenials
New Zealand;2002;female;35-54 years;66,627,729,311;18208;Generation X
New Zealand;2002;female;55-74 years;66,627,729,311;18208;Boomers
New Zealand;2002;female;75+ years;66,627,729,311;18208;Silent
New Zealand;2002;female;5-14 years;66,627,729,311;18208;Silent
New Zealand;2002;male;5-14 years;66,627,729,311;18208;Millenials
New Zealand;2003;male;75+ years;66,627,729,311;18208;Millenials
New Zealand;2003;male;25-34 years;88,250,885,550;23663;Silent
New Zealand;2003;male;35-54 years;88,250,885,550;23663;Generation X
New Zealand;2003;male;15-24 years;88,250,885,550;23663;Boomers
New Zealand;2003;male;55-74 years;88,250,885,550;23663;Millenials
New Zealand;2003;female;15-24 years;88,250,885,550;23663;Silent
New Zealand;2003;female;35-54 years;88,250,885,550;23663;Millenials
New Zealand;2003;female;75+ years;88,250,885,550;23663;Boomers
New Zealand;2003;female;25-34 years;88,250,885,550;23663;Silent
New Zealand;2003;female;55-74 years;88,250,885,550;23663;Generation X
New Zealand;2003;male;5-14 years;88,250,885,550;23663;Silent
New Zealand;2003;female;5-14 years;88,250,885,550;23663;Millenials
New Zealand;2004;male;75+ years;88,250,885,550;23663;Millenials
New Zealand;2004;male;25-34 years;103,904,537,815;27325;Silent
New Zealand;2004;male;15-24 years;103,904,537,815;27325;Generation X
New Zealand;2004;male;35-54 years;103,904,537,815;27325;Millenials
New Zealand;2004;male;55-74 years;103,904,537,815;27325;Boomers
New Zealand;2004;female;15-24 years;103,904,537,815;27325;Silent
New Zealand;2004;female;25-34 years;103,904,537,815;27325;Millenials
New Zealand;2004;female;35-54 years;103,904,537,815;27325;Generation X
New Zealand;2004;female;55-74 years;103,904,537,815;27325;Boomers
New Zealand;2004;female;75+ years;103,904,537,815;27325;Silent
New Zealand;2004;male;5-14 years;103,904,537,815;27325;Silent
New Zealand;2004;female;5-14 years;103,904,537,815;27325;Millenials
New Zealand;2005;male;25-34 years;103,904,537,815;27325;Millenials
New Zealand;2005;male;15-24 years;114,718,721,397;29803;Generation X
New Zealand;2005;male;35-54 years;114,718,721,397;29803;Millenials
New Zealand;2005;male;75+ years;114,718,721,397;29803;Boomers
New Zealand;2005;male;55-74 years;114,718,721,397;29803;Silent
New Zealand;2005;female;25-34 years;114,718,721,397;29803;Silent
New Zealand;2005;female;15-24 years;114,718,721,397;29803;Generation X
New Zealand;2005;female;35-54 years;114,718,721,397;29803;Millenials
New Zealand;2005;female;75+ years;114,718,721,397;29803;Boomers
New Zealand;2005;female;55-74 years;114,718,721,397;29803;Silent
New Zealand;2005;female;5-14 years;114,718,721,397;29803;Silent
New Zealand;2005;male;5-14 years;114,718,721,397;29803;Millenials
New Zealand;2006;male;15-24 years;114,718,721,397;29803;Millenials
New Zealand;2006;male;25-34 years;111,608,845,081;28628;Millenials
New Zealand;2006;male;35-54 years;111,608,845,081;28628;Generation X
New Zealand;2006;male;55-74 years;111,608,845,081;28628;Boomers
New Zealand;2006;male;75+ years;111,608,845,081;28628;Silent
New Zealand;2006;female;25-34 years;111,608,845,081;28628;Silent
New Zealand;2006;female;35-54 years;111,608,845,081;28628;Generation X
New Zealand;2006;female;15-24 years;111,608,845,081;28628;Boomers
New Zealand;2006;female;55-74 years;111,608,845,081;28628;Millenials
New Zealand;2006;female;75+ years;111,608,845,081;28628;Silent
New Zealand;2006;female;5-14 years;111,608,845,081;28628;Silent
New Zealand;2006;male;5-14 years;111,608,845,081;28628;Millenials
New Zealand;2007;male;25-34 years;111,608,845,081;28628;Millenials
New Zealand;2007;male;35-54 years;137,316,087,308;34892;Generation X
New Zealand;2007;male;75+ years;137,316,087,308;34892;Boomers
New Zealand;2007;male;15-24 years;137,316,087,308;34892;Silent
New Zealand;2007;male;55-74 years;137,316,087,308;34892;Millenials
New Zealand;2007;female;35-54 years;137,316,087,308;34892;Silent
New Zealand;2007;female;15-24 years;137,316,087,308;34892;Boomers
New Zealand;2007;female;25-34 years;137,316,087,308;34892;Millenials
New Zealand;2007;female;75+ years;137,316,087,308;34892;Generation X
New Zealand;2007;female;55-74 years;137,316,087,308;34892;Silent
New Zealand;2007;female;5-14 years;137,316,087,308;34892;Silent
New Zealand;2007;male;5-14 years;137,316,087,308;34892;Generation Z
New Zealand;2008;male;25-34 years;137,316,087,308;34892;Generation Z
New Zealand;2008;male;15-24 years;133,279,679,483;33585;Generation X
New Zealand;2008;male;35-54 years;133,279,679,483;33585;Millenials
New Zealand;2008;male;55-74 years;133,279,679,483;33585;Boomers
New Zealand;2008;male;75+ years;133,279,679,483;33585;Silent
New Zealand;2008;female;15-24 years;133,279,679,483;33585;Silent
New Zealand;2008;female;35-54 years;133,279,679,483;33585;Millenials
New Zealand;2008;female;25-34 years;133,279,679,483;33585;Boomers
New Zealand;2008;female;55-74 years;133,279,679,483;33585;Generation X
New Zealand;2008;female;75+ years;133,279,679,483;33585;Silent
New Zealand;2008;female;5-14 years;133,279,679,483;33585;Silent
New Zealand;2008;male;5-14 years;133,279,679,483;33585;Generation Z
New Zealand;2009;male;15-24 years;133,279,679,483;33585;Generation Z
New Zealand;2009;male;35-54 years;121,338,622,025;30259;Millenials
New Zealand;2009;male;25-34 years;121,338,622,025;30259;Boomers
New Zealand;2009;male;75+ years;121,338,622,025;30259;Generation X
New Zealand;2009;male;55-74 years;121,338,622,025;30259;Silent
New Zealand;2009;female;25-34 years;121,338,622,025;30259;Silent
New Zealand;2009;female;15-24 years;121,338,622,025;30259;Generation X
New Zealand;2009;female;35-54 years;121,338,622,025;30259;Millenials
New Zealand;2009;female;55-74 years;121,338,622,025;30259;Boomers
New Zealand;2009;female;75+ years;121,338,622,025;30259;Silent
New Zealand;2009;male;5-14 years;121,338,622,025;30259;Silent
New Zealand;2009;female;5-14 years;121,338,622,025;30259;Generation Z
New Zealand;2010;male;35-54 years;121,338,622,025;30259;Generation Z
New Zealand;2010;male;25-34 years;146,583,831,538;36145;Generation X
New Zealand;2010;male;15-24 years;146,583,831,538;36145;Generation X
New Zealand;2010;male;75+ years;146,583,831,538;36145;Millenials
New Zealand;2010;male;55-74 years;146,583,831,538;36145;Silent
New Zealand;2010;female;15-24 years;146,583,831,538;36145;Silent
New Zealand;2010;female;25-34 years;146,583,831,538;36145;Millenials
New Zealand;2010;female;35-54 years;146,583,831,538;36145;Generation X
New Zealand;2010;female;75+ years;146,583,831,538;36145;Generation X
New Zealand;2010;female;55-74 years;146,583,831,538;36145;Silent
New Zealand;2010;female;5-14 years;146,583,831,538;36145;Silent
New Zealand;2010;male;5-14 years;146,583,831,538;36145;Generation Z
New Zealand;2011;male;15-24 years;146,583,831,538;36145;Generation Z
New Zealand;2011;male;25-34 years;168,461,998,741;41184;Millenials
New Zealand;2011;male;35-54 years;168,461,998,741;41184;Millenials
New Zealand;2011;male;75+ years;168,461,998,741;41184;Generation X
New Zealand;2011;male;55-74 years;168,461,998,741;41184;Silent
New Zealand;2011;female;15-24 years;168,461,998,741;41184;Boomers
New Zealand;2011;female;25-34 years;168,461,998,741;41184;Millenials
New Zealand;2011;female;35-54 years;168,461,998,741;41184;Millenials
New Zealand;2011;female;75+ years;168,461,998,741;41184;Generation X
New Zealand;2011;female;55-74 years;168,461,998,741;41184;Silent
New Zealand;2011;female;5-14 years;168,461,998,741;41184;Boomers
New Zealand;2011;male;5-14 years;168,461,998,741;41184;Generation Z
New Zealand;2012;male;15-24 years;168,461,998,741;41184;Generation Z
New Zealand;2012;male;35-54 years;176,192,886,551;42756;Millenials
New Zealand;2012;male;25-34 years;176,192,886,551;42756;Generation X
New Zealand;2012;male;75+ years;176,192,886,551;42756;Millenials
New Zealand;2012;male;55-74 years;176,192,886,551;42756;Silent
New Zealand;2012;female;15-24 years;176,192,886,551;42756;Boomers
New Zealand;2012;female;75+ years;176,192,886,551;42756;Millenials
New Zealand;2012;female;35-54 years;176,192,886,551;42756;Silent
New Zealand;2012;female;25-34 years;176,192,886,551;42756;Generation X
New Zealand;2012;female;55-74 years;176,192,886,551;42756;Millenials
New Zealand;2012;male;5-14 years;176,192,886,551;42756;Boomers
New Zealand;2012;female;5-14 years;176,192,886,551;42756;Generation Z
New Zealand;2013;male;35-54 years;176,192,886,551;42756;Generation Z
New Zealand;2013;male;15-24 years;190,785,204,764;46198;Generation X
New Zealand;2013;male;75+ years;190,785,204,764;46198;Millenials
New Zealand;2013;male;25-34 years;190,785,204,764;46198;Silent
New Zealand;2013;male;55-74 years;190,785,204,764;46198;Millenials
New Zealand;2013;female;15-24 years;190,785,204,764;46198;Boomers
New Zealand;2013;female;35-54 years;190,785,204,764;46198;Millenials
New Zealand;2013;female;25-34 years;190,785,204,764;46198;Generation X
New Zealand;2013;female;55-74 years;190,785,204,764;46198;Millenials
New Zealand;2013;female;75+ years;190,785,204,764;46198;Boomers
New Zealand;2013;female;5-14 years;190,785,204,764;46198;Silent
New Zealand;2013;male;5-14 years;190,785,204,764;46198;Generation Z
Nicaragua;2010;male;75+ years;190,785,204,764;46198;Generation Z
Nicaragua;2010;male;25-34 years;8,758,622,329;1715;Silent
Nicaragua;2010;male;35-54 years;8,758,622,329;1715;Generation X
Nicaragua;2010;male;15-24 years;8,758,622,329;1715;Generation X
Nicaragua;2010;male;55-74 years;8,758,622,329;1715;Millenials
Nicaragua;2010;female;15-24 years;8,758,622,329;1715;Silent
Nicaragua;2010;female;25-34 years;8,758,622,329;1715;Millenials
Nicaragua;2010;female;35-54 years;8,758,622,329;1715;Generation X
Nicaragua;2010;female;55-74 years;8,758,622,329;1715;Generation X
Nicaragua;2010;female;5-14 years;8,758,622,329;1715;Silent
Nicaragua;2010;male;5-14 years;8,758,622,329;1715;Generation Z
Nicaragua;2010;female;75+ years;8,758,622,329;1715;Generation Z
Nicaragua;2011;male;25-34 years;8,758,622,329;1715;Silent
Nicaragua;2011;male;75+ years;9,774,316,692;1888;Millenials
Nicaragua;2011;male;15-24 years;9,774,316,692;1888;Silent
Nicaragua;2011;male;55-74 years;9,774,316,692;1888;Millenials
Nicaragua;2011;male;35-54 years;9,774,316,692;1888;Boomers
Nicaragua;2011;female;15-24 years;9,774,316,692;1888;Generation X
Nicaragua;2011;female;25-34 years;9,774,316,692;1888;Millenials
Nicaragua;2011;female;55-74 years;9,774,316,692;1888;Millenials
Nicaragua;2011;female;35-54 years;9,774,316,692;1888;Boomers
Nicaragua;2011;female;5-14 years;9,774,316,692;1888;Generation X
